damageStats_blue,goldPerSecond_blue,jungleMinionsKilled_blue,level_blue,minionsKilled_blue,totalGold_blue,xp_blue,kill_blue,death_blue,assi_blue,tower_blue,tower_shield_blue,win_blue,damageStats_red,goldPerSecond_red,jungleMinionsKilled_red,level_red,minionsKilled_red,totalGold_red,xp_red,kill_red,death_red,assi_red,tower_red,tower_shield_red,win_red,dragon_blue,junr_blue,dragon_red,junr_red
22060,30,77,44,288,25002,27126,9.0,19.0,7.0,0.0,8.0,0.0,36939,30,79,49,336,31281,32221,18.0,9.0,18.0,1.0,11.0,1.0,1.0,0.0,0.0,1.0
27185,30,83,47,358,27535,30566,10.0,8.0,14.0,0.0,7.0,1.0,24133,30,89,46,369,26983,28742,8.0,10.0,8.0,2.0,11.0,0.0,0.0,0.0,2.0,1.0
30505,30,102,48,324,31261,31603,19.0,9.0,20.0,2.0,11.0,1.0,22409,30,82,45,315,25215,27823,9.0,19.0,10.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0
39605,30,102,48,342,33345,32629,22.0,5.0,23.0,2.0,14.0,1.0,24646,30,86,42,303,21886,24638,5.0,22.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
23531,30,81,45,353,24370,28810,7.0,12.0,9.0,0.0,3.0,0.0,23404,30,101,46,349,27565,28997,12.0,7.0,21.0,1.0,7.0,1.0,1.0,0.0,0.0,1.0
18844,30,106,46,364,23248,28972,3.0,6.0,3.0,,4.0,1.0,21389,30,77,46,382,24935,28572,6.0,3.0,9.0,,9.0,0.0,0.0,0.0,1.0,1.0
28293,30,75,46,360,28363,29673,13.0,12.0,12.0,1.0,10.0,0.0,25911,30,80,49,371,28455,31468,12.0,14.0,12.0,2.0,12.0,1.0,1.0,0.0,0.0,1.0
31015,30,102,51,405,33441,34649,21.0,15.0,23.0,2.0,10.0,1.0,37464,30,67,45,303,29610,28938,15.0,21.0,23.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0
20390,30,92,45,331,23004,27983,5.0,10.0,11.0,,0.0,0.0,23961,30,108,48,379,26273,31988,10.0,5.0,7.0,,4.0,1.0,1.0,,0.0,
27297,30,95,48,348,29070,32114,15.0,13.0,12.0,0.0,5.0,1.0,29395,30,58,47,352,28960,29198,13.0,15.0,12.0,1.0,10.0,0.0,,,,
15617,30,92,46,364,24263,28413,5.0,7.0,8.0,0.0,7.0,0.0,19790,30,92,48,395,27336,30372,7.0,5.0,6.0,2.0,12.0,1.0,1.0,0.0,1.0,1.0
29319,30,75,43,299,24615,26301,10.0,24.0,10.0,0.0,4.0,0.0,43869,30,96,51,387,34838,35005,24.0,10.0,21.0,2.0,12.0,1.0,0.0,1.0,1.0,0.0
19864,30,87,46,340,24413,28784,6.0,10.0,7.0,0.0,2.0,0.0,26252,30,69,47,394,27266,30143,9.0,6.0,8.0,1.0,9.0,1.0,0.0,1.0,2.0,0.0
38602,30,54,46,316,29219,29517,16.0,18.0,28.0,0.0,4.0,0.0,35361,30,93,49,351,32211,31944,17.0,16.0,16.0,1.0,8.0,1.0,1.0,0.0,0.0,1.0
20094,30,67,42,302,22566,24684,7.0,9.0,6.0,0.0,3.0,0.0,24888,30,101,44,316,25974,26636,9.0,7.0,10.0,1.0,11.0,1.0,1.0,1.0,1.0,0.0
28676,30,88,46,361,28297,29202,11.0,5.0,15.0,2.0,11.0,1.0,23317,30,87,44,332,24401,27267,5.0,12.0,5.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0
27953,30,73,49,357,27895,32226,15.0,10.0,18.0,,4.0,0.0,23735,30,76,45,351,26374,28873,9.0,15.0,7.0,,7.0,1.0,1.0,0.0,0.0,1.0
30343,30,72,41,230,24985,23973,9.0,24.0,12.0,0.0,6.0,0.0,44418,30,73,47,361,35198,31223,24.0,10.0,34.0,2.0,14.0,1.0,0.0,1.0,1.0,0.0
23387,30,76,46,321,25880,28307,14.0,10.0,12.0,0.0,4.0,0.0,25042,30,84,45,340,26293,29271,10.0,14.0,2.0,2.0,10.0,1.0,0.0,,2.0,
30075,30,92,46,294,28301,30623,19.0,10.0,21.0,,6.0,1.0,34278,30,102,45,291,26180,27571,10.0,20.0,12.0,,5.0,0.0,0.0,,1.0,
26278,30,72,44,339,25781,27174,9.0,12.0,10.0,1.0,5.0,0.0,31788,30,108,50,406,30395,32495,12.0,9.0,12.0,1.0,11.0,1.0,0.0,1.0,1.0,0.0
30497,30,95,46,318,28092,28579,10.0,11.0,17.0,2.0,11.0,1.0,21866,30,73,44,305,25325,27891,10.0,10.0,10.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0
25964,30,78,47,369,26729,31598,13.0,8.0,17.0,,8.0,1.0,22264,30,74,46,392,25738,29450,8.0,13.0,13.0,,7.0,0.0,1.0,1.0,0.0,0.0
19805,30,99,45,319,25535,28093,8.0,11.0,15.0,1.0,6.0,0.0,21482,30,104,46,384,28204,29845,11.0,8.0,14.0,1.0,9.0,1.0,0.0,0.0,2.0,1.0
37152,30,88,49,355,33889,31724,18.0,9.0,27.0,4.0,12.0,1.0,24691,0,69,42,310,23831,26077,9.0,18.0,10.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0
30055,30,67,44,310,22948,26634,7.0,15.0,9.0,0.0,2.0,0.0,34140,30,88,47,392,30748,30087,15.0,7.0,22.0,3.0,8.0,1.0,2.0,0.0,0.0,1.0
26893,30,75,43,328,25103,26797,8.0,20.0,15.0,0.0,4.0,0.0,36091,30,88,50,398,31569,32946,20.0,8.0,23.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0
33327,30,80,49,365,31013,33055,17.0,7.0,17.0,1.0,11.0,1.0,24445,30,90,45,360,24980,28620,7.0,17.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0
36050,30,101,50,368,31510,33521,18.0,6.0,19.0,1.0,8.0,1.0,22127,30,97,44,290,22723,26283,6.0,18.0,8.0,0.0,2.0,0.0,1.0,,0.0,
22363,30,94,47,306,27273,29327,13.0,14.0,11.0,0.0,3.0,0.0,31689,30,82,48,370,31319,31477,13.0,13.0,14.0,1.0,11.0,1.0,1.0,1.0,1.0,0.0
39562,30,84,49,394,31216,32354,9.0,15.0,13.0,0.0,10.0,1.0,29668,30,78,47,333,29005,29839,15.0,9.0,12.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0
33313,30,120,51,355,32070,34691,18.0,10.0,12.0,3.0,15.0,1.0,35351,30,61,45,300,23395,27662,10.0,18.0,8.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
29589,30,87,48,366,28037,31506,16.0,10.0,11.0,1.0,10.0,1.0,28706,30,61,44,297,24800,27948,10.0,16.0,11.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
29569,30,91,50,384,28810,33250,12.0,5.0,11.0,1.0,8.0,1.0,31243,30,99,47,376,24955,29831,5.0,12.0,4.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0
27721,30,82,48,420,29568,32037,10.0,5.0,4.0,4.0,10.0,1.0,24271,30,92,43,293,22328,26122,5.0,10.0,7.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0
31316,30,96,47,375,29994,30155,15.0,13.0,14.0,1.0,10.0,0.0,33272,30,92,46,327,27129,29762,13.0,15.0,20.0,0.0,3.0,1.0,,1.0,,0.0
37193,30,100,48,347,31104,31511,20.0,16.0,31.0,0.0,8.0,0.0,35126,30,104,47,328,31282,31298,16.0,20.0,25.0,1.0,7.0,1.0,1.0,0.0,0.0,1.0
26180,30,84,45,317,25812,27856,10.0,11.0,19.0,0.0,5.0,1.0,22538,30,76,46,342,26402,29077,11.0,10.0,9.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0
26597,30,69,45,360,30182,28937,12.0,14.0,22.0,1.0,11.0,1.0,22553,30,97,45,324,27615,28197,14.0,12.0,14.0,1.0,9.0,0.0,1.0,0.0,1.0,1.0
38106,30,88,47,269,30981,29671,21.0,14.0,21.0,1.0,10.0,1.0,33182,30,77,47,337,29402,29454,14.0,21.0,15.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0
28153,30,98,48,297,29922,30636,18.0,10.0,18.0,1.0,8.0,1.0,22540,30,68,46,343,24475,28475,10.0,18.0,5.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0
33637,30,75,46,321,29231,29490,18.0,12.0,11.0,2.0,12.0,1.0,36668,20,79,46,310,27512,29338,12.0,18.0,18.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0
21626,30,68,48,309,26332,30703,13.0,19.0,14.0,0.0,6.0,0.0,35585,30,80,47,314,30013,30752,19.0,13.0,19.0,2.0,12.0,1.0,0.0,0.0,1.0,1.0
32253,30,67,46,286,27944,28688,14.0,16.0,8.0,1.0,10.0,0.0,31247,30,72,47,320,27227,30534,16.0,14.0,15.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0
20540,30,68,43,300,21170,26126,3.0,10.0,3.0,,3.0,0.0,28036,30,92,48,411,27925,32755,10.0,3.0,7.0,,8.0,1.0,1.0,0.0,0.0,1.0
34711,30,104,51,352,34208,34734,24.0,3.0,28.0,3.0,15.0,1.0,22223,30,52,40,333,21587,24022,3.0,24.0,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0
25117,30,72,46,315,23870,27995,8.0,13.0,14.0,0.0,2.0,0.0,26866,30,90,49,396,30147,30894,13.0,8.0,14.0,2.0,14.0,1.0,0.0,1.0,2.0,0.0
33382,30,83,48,378,27705,32008,10.0,9.0,7.0,,6.0,0.0,31921,30,70,45,347,24470,28633,9.0,11.0,10.0,,1.0,1.0,1.0,1.0,0.0,0.0
38294,30,67,48,356,32002,32617,16.0,13.0,13.0,1.0,9.0,1.0,33235,30,68,44,311,26322,27870,13.0,16.0,15.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0
34828,30,99,48,389,33051,32130,17.0,6.0,16.0,3.0,15.0,1.0,30751,30,66,45,305,23976,28345,6.0,17.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
29449,30,84,46,407,27978,30668,10.0,5.0,13.0,1.0,10.0,1.0,21341,30,88,46,346,24560,30167,5.0,10.0,5.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0
26969,30,76,46,333,29017,28772,14.0,13.0,16.0,2.0,10.0,0.0,25936,30,79,46,337,28765,29534,13.0,14.0,13.0,0.0,9.0,1.0,2.0,1.0,0.0,0.0
29422,30,77,45,368,27593,28996,13.0,11.0,17.0,,5.0,1.0,24199,30,106,47,347,27122,31551,11.0,13.0,9.0,,4.0,0.0,0.0,1.0,1.0,0.0
27631,30,93,46,359,25694,28326,11.0,13.0,12.0,,4.0,0.0,25185,30,69,47,345,27018,29680,13.0,11.0,23.0,,3.0,1.0,,1.0,,0.0
25488,30,92,48,377,28954,31990,14.0,8.0,15.0,1.0,9.0,1.0,19500,30,101,46,334,24659,28703,7.0,14.0,9.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0
31998,30,96,45,329,31245,28830,17.0,12.0,24.0,1.0,13.0,1.0,33505,30,72,47,310,26563,29160,12.0,17.0,19.0,0.0,5.0,0.0,,1.0,,0.0
29240,30,83,44,365,23358,27188,5.0,17.0,2.0,0.0,2.0,0.0,39352,30,84,51,383,33023,33813,17.0,5.0,25.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0
31800,30,100,47,372,26646,30699,10.0,14.0,8.0,0.0,4.0,1.0,34133,30,65,48,367,29386,31635,14.0,10.0,16.0,1.0,10.0,0.0,1.0,0.0,0.0,1.0
28834,30,90,48,323,26487,29675,13.0,11.0,13.0,0.0,7.0,0.0,30731,30,60,46,366,28120,29345,11.0,13.0,10.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0
24981,30,67,44,304,25060,27975,10.0,9.0,15.0,0.0,3.0,1.0,25015,30,82,45,374,26325,28289,9.0,10.0,12.0,1.0,8.0,0.0,,1.0,,0.0
31779,30,92,46,333,28155,30403,14.0,15.0,18.0,,5.0,0.0,34814,30,71,49,319,29929,31961,15.0,14.0,21.0,,6.0,1.0,1.0,0.0,0.0,1.0
25850,30,83,50,373,28833,32993,14.0,5.0,14.0,,8.0,1.0,22178,30,84,44,330,23097,27317,5.0,14.0,6.0,,4.0,0.0,1.0,0.0,0.0,1.0
32045,30,95,51,394,32389,34077,20.0,5.0,20.0,1.0,11.0,1.0,29693,30,77,44,325,23431,27000,5.0,20.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
30731,30,50,46,307,28742,28883,12.0,21.0,16.0,2.0,11.0,0.0,36739,30,94,50,391,33967,34903,21.0,12.0,17.0,2.0,13.0,1.0,0.0,0.0,1.0,1.0
21366,30,103,47,386,26177,31411,8.0,10.0,8.0,,5.0,0.0,22206,30,96,48,369,27277,30334,10.0,8.0,9.0,,7.0,1.0,2.0,0.0,0.0,1.0
26186,30,72,49,382,27974,31433,11.0,6.0,12.0,2.0,5.0,1.0,23357,30,99,48,380,25280,30103,6.0,11.0,6.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0
26256,30,60,45,351,27066,27927,15.0,12.0,23.0,,4.0,0.0,27227,30,94,49,408,29386,32405,12.0,15.0,8.0,,10.0,1.0,1.0,1.0,0.0,0.0
33841,30,78,45,335,27399,29038,16.0,15.0,13.0,,8.0,0.0,36819,30,71,47,332,27772,30448,15.0,16.0,16.0,,6.0,1.0,,,,
28750,30,70,47,349,28130,31377,14.0,14.0,12.0,,5.0,1.0,33768,30,82,48,340,28422,30507,14.0,14.0,15.0,,11.0,0.0,,0.0,,1.0
37098,30,94,48,362,32912,32323,18.0,7.0,23.0,2.0,11.0,1.0,29290,30,66,43,344,24058,25468,7.0,18.0,11.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
25030,30,96,46,322,23960,29016,6.0,9.0,4.0,,5.0,0.0,27549,30,79,47,342,26091,30538,9.0,7.0,14.0,,6.0,1.0,0.0,1.0,1.0,0.0
29168,30,71,47,356,26989,30173,10.0,6.0,12.0,,7.0,1.0,24808,30,59,43,309,22834,26083,6.0,10.0,10.0,,5.0,0.0,0.0,1.0,1.0,0.0
38703,30,102,51,355,34298,34930,22.0,9.0,17.0,2.0,13.0,1.0,26626,30,61,45,341,24120,28338,9.0,22.0,10.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
28746,30,60,45,314,25280,28058,8.0,8.0,11.0,,6.0,1.0,28093,30,84,46,365,25505,28832,8.0,8.0,6.0,,5.0,0.0,0.0,1.0,1.0,0.0
26466,30,79,44,334,26851,26702,10.0,17.0,8.0,1.0,10.0,1.0,32827,30,73,45,270,29035,28878,17.0,10.0,18.0,1.0,9.0,0.0,1.0,,1.0,
26321,30,81,47,318,26977,30431,13.0,8.0,21.0,0.0,5.0,1.0,22140,30,79,46,353,26367,29162,8.0,13.0,11.0,1.0,10.0,0.0,1.0,0.0,0.0,1.0
34018,30,81,47,349,28836,29689,10.0,10.0,13.0,2.0,10.0,0.0,27004,30,83,45,352,26410,28888,10.0,10.0,13.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0
21931,30,110,49,357,27121,31403,11.0,7.0,18.0,,1.0,1.0,21294,30,69,45,348,24401,28741,7.0,11.0,7.0,,5.0,0.0,0.0,1.0,1.0,0.0
18977,30,30,39,225,21557,22340,9.0,15.0,11.0,0.0,1.0,0.0,31186,30,90,46,342,30742,29755,15.0,9.0,12.0,10.0,11.0,1.0,0.0,0.0,1.0,1.0
22123,30,75,44,377,25979,28070,9.0,9.0,8.0,1.0,8.0,0.0,18159,30,88,45,362,25398,28596,9.0,9.0,14.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0
31694,30,100,46,353,28394,30069,12.0,10.0,22.0,1.0,7.0,0.0,23725,30,62,45,341,27264,27845,10.0,12.0,16.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0
26983,30,90,47,285,25676,29420,12.0,16.0,8.0,,3.0,1.0,32864,30,46,48,375,28224,32394,16.0,12.0,15.0,,6.0,0.0,0.0,1.0,1.0,0.0
37910,30,57,42,259,26494,25189,9.0,24.0,11.0,1.0,6.0,0.0,48922,30,83,49,349,35279,31697,24.0,9.0,40.0,3.0,15.0,1.0,0.0,1.0,1.0,0.0
32188,30,70,48,348,29132,30832,17.0,14.0,15.0,1.0,8.0,0.0,30771,30,88,47,349,29027,31039,14.0,17.0,10.0,1.0,9.0,1.0,1.0,0.0,0.0,1.0
26460,30,77,47,386,26152,30029,7.0,7.0,9.0,0.0,9.0,1.0,23589,30,73,45,326,25342,27558,7.0,7.0,10.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0
34389,20,53,43,333,25182,25769,11.0,24.0,13.0,0.0,6.0,0.0,44015,30,92,50,343,33262,32429,24.0,11.0,31.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0
25469,30,117,49,402,34299,32229,16.0,1.0,24.0,2.0,14.0,1.0,13877,30,50,40,285,18627,21840,1.0,16.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
25905,30,90,44,293,24601,27001,10.0,13.0,10.0,0.0,5.0,0.0,31226,30,57,45,328,28055,28715,13.0,10.0,13.0,1.0,13.0,1.0,1.0,1.0,0.0,0.0
35618,30,69,47,331,28865,30367,18.0,18.0,21.0,,7.0,1.0,35340,30,71,47,325,28535,30120,18.0,18.0,22.0,,8.0,0.0,1.0,0.0,0.0,1.0
24126,30,96,48,372,27061,31480,9.0,6.0,7.0,1.0,10.0,1.0,21794,30,67,46,357,23299,29420,6.0,9.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0
29696,30,76,44,330,24431,26861,8.0,21.0,6.0,0.0,3.0,0.0,38189,30,87,51,361,33838,34496,21.0,8.0,20.0,1.0,13.0,1.0,0.0,1.0,2.0,0.0
33101,30,90,48,316,27906,31307,15.0,12.0,11.0,1.0,7.0,1.0,33515,30,85,48,310,27211,31890,12.0,15.0,10.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0
27649,30,100,47,340,28048,30157,18.0,10.0,12.0,1.0,7.0,1.0,24762,30,73,48,320,27333,30222,10.0,18.0,9.0,1.0,5.0,0.0,2.0,1.0,0.0,0.0
22085,30,62,45,342,23679,27368,4.0,14.0,7.0,,3.0,0.0,31952,30,85,50,394,31556,32924,14.0,4.0,24.0,,11.0,1.0,0.0,0.0,1.0,1.0
26854,30,77,47,357,28428,30607,11.0,7.0,15.0,1.0,11.0,1.0,22202,20,75,46,350,24711,28554,7.0,11.0,7.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0
25860,30,89,46,316,24463,29277,10.0,13.0,11.0,0.0,1.0,0.0,32581,30,100,48,362,29762,30989,13.0,10.0,12.0,2.0,12.0,1.0,,1.0,,0.0
25220,30,89,44,352,24961,27355,8.0,18.0,11.0,0.0,2.0,0.0,29769,30,94,48,392,32490,31433,18.0,8.0,22.0,2.0,11.0,1.0,0.0,1.0,2.0,0.0
26139,30,76,45,318,24365,28096,9.0,12.0,9.0,0.0,2.0,0.0,35904,30,96,47,394,30180,31069,12.0,9.0,14.0,2.0,12.0,1.0,0.0,0.0,2.0,1.0
31993,30,102,46,332,27240,28195,11.0,18.0,13.0,,6.0,0.0,28923,30,75,48,337,28931,31053,18.0,11.0,17.0,,7.0,1.0,1.0,1.0,1.0,0.0
24760,30,79,46,333,24323,28873,5.0,14.0,2.0,0.0,6.0,0.0,28435,30,80,50,428,30199,33740,14.0,5.0,11.0,1.0,10.0,1.0,0.0,0.0,2.0,1.0
23130,30,89,44,373,25998,28177,8.0,21.0,12.0,0.0,7.0,0.0,33063,30,97,47,322,31229,31514,21.0,8.0,28.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0
28882,30,68,48,343,29076,30947,18.0,10.0,20.0,1.0,9.0,1.0,30531,30,52,46,385,27319,29050,10.0,18.0,13.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0
32543,30,92,49,325,29879,31820,14.0,13.0,9.0,1.0,10.0,1.0,30802,30,61,45,277,24118,27816,13.0,14.0,12.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
29508,20,92,44,295,28320,28041,13.0,25.0,15.0,0.0,6.0,0.0,39494,30,80,48,326,32828,30783,25.0,13.0,25.0,2.0,11.0,1.0,0.0,0.0,1.0,1.0
29773,30,79,46,300,24815,29166,8.0,15.0,7.0,,5.0,0.0,33428,30,73,47,339,28823,30127,15.0,8.0,19.0,,9.0,1.0,0.0,1.0,1.0,0.0
24251,30,92,46,371,25814,29653,8.0,19.0,6.0,,6.0,0.0,37806,30,83,48,390,31348,30954,18.0,8.0,26.0,,12.0,1.0,0.0,0.0,1.0,1.0
29727,30,68,47,335,24848,30041,9.0,7.0,8.0,,5.0,1.0,26273,30,79,47,309,24090,29959,7.0,9.0,3.0,,1.0,0.0,,,,
19707,30,82,45,383,25940,27474,7.0,7.0,7.0,1.0,8.0,1.0,20027,30,91,46,352,24726,28465,7.0,7.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
23322,30,78,46,340,27451,28977,11.0,14.0,13.0,2.0,9.0,0.0,21898,30,84,45,375,29049,28982,14.0,11.0,20.0,1.0,9.0,1.0,0.0,1.0,1.0,0.0
25849,30,79,47,375,25712,29218,9.0,7.0,11.0,,5.0,0.0,25714,30,76,46,377,25137,29714,7.0,9.0,9.0,,6.0,1.0,1.0,0.0,1.0,1.0
21099,30,81,46,322,26094,27556,10.0,9.0,13.0,0.0,1.0,1.0,25606,30,91,46,381,28451,28272,9.0,10.0,14.0,1.0,11.0,0.0,1.0,0.0,0.0,1.0
33901,30,85,49,347,33513,32986,21.0,9.0,24.0,2.0,11.0,1.0,26027,30,79,47,399,26274,29794,9.0,21.0,14.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
32648,30,76,47,373,26981,30602,9.0,10.0,8.0,,4.0,1.0,23601,30,63,47,366,27357,30629,10.0,9.0,12.0,,7.0,0.0,1.0,,0.0,
22703,30,64,46,364,25015,27625,8.0,12.0,6.0,0.0,4.0,0.0,24387,30,71,47,367,27700,30041,12.0,8.0,17.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0
35707,30,125,51,377,34787,34450,21.0,2.0,16.0,4.0,15.0,1.0,17564,30,44,39,290,18868,22164,1.0,21.0,1.0,0.0,0.0,0.0,,1.0,,0.0
27645,30,41,42,300,22900,24502,10.0,20.0,11.0,0.0,1.0,0.0,39703,30,106,49,373,34251,33019,20.0,10.0,25.0,1.0,11.0,1.0,0.0,0.0,1.0,1.0
30861,30,106,50,350,30180,32805,16.0,5.0,28.0,,8.0,1.0,18463,0,96,44,361,23122,26894,5.0,16.0,4.0,,7.0,0.0,1.0,,1.0,
29429,20,119,48,391,31871,32674,16.0,11.0,21.0,1.0,11.0,1.0,23228,30,62,45,347,25300,27016,10.0,16.0,12.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
24173,30,64,41,284,24444,23669,9.0,22.0,7.0,0.0,8.0,0.0,35710,30,112,49,354,36150,33530,22.0,9.0,22.0,4.0,15.0,1.0,0.0,1.0,1.0,0.0
36296,20,69,47,292,29081,30464,21.0,16.0,19.0,0.0,7.0,0.0,44217,30,72,47,365,31238,29032,16.0,21.0,17.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0
23303,30,80,47,374,26011,30674,8.0,9.0,5.0,1.0,7.0,1.0,24527,30,88,46,362,24698,29107,9.0,8.0,10.0,0.0,2.0,0.0,0.0,,1.0,
33527,30,76,48,341,27476,29670,9.0,26.0,7.0,1.0,7.0,0.0,43861,30,95,50,353,37913,34420,26.0,9.0,29.0,6.0,15.0,1.0,0.0,0.0,1.0,1.0
31005,30,99,49,313,29191,32035,10.0,14.0,13.0,1.0,6.0,1.0,32605,30,72,43,336,26569,27507,14.0,10.0,19.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0
33668,30,80,48,362,30195,32054,18.0,10.0,22.0,1.0,7.0,0.0,27614,30,79,46,388,28004,29174,10.0,18.0,13.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0
30567,30,104,48,362,28474,30095,9.0,3.0,13.0,1.0,9.0,1.0,15190,0,76,44,336,22978,26738,3.0,9.0,2.0,1.0,5.0,0.0,2.0,1.0,0.0,0.0
20170,30,67,44,361,21507,26369,4.0,13.0,4.0,0.0,1.0,0.0,25424,30,103,50,394,31666,32640,13.0,4.0,14.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0
27516,30,92,45,321,26712,27334,12.0,11.0,16.0,,7.0,1.0,24295,30,70,47,358,27186,29588,11.0,12.0,13.0,,1.0,0.0,0.0,1.0,1.0,0.0
24617,30,72,46,360,25651,28245,8.0,9.0,10.0,1.0,9.0,0.0,18620,30,128,49,362,29390,32342,9.0,8.0,8.0,2.0,10.0,1.0,1.0,0.0,0.0,1.0
32992,30,108,47,324,27486,30573,10.0,9.0,12.0,1.0,7.0,0.0,28462,30,87,47,383,25519,29896,9.0,10.0,9.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0
28563,30,76,45,234,22637,28513,8.0,19.0,8.0,0.0,4.0,1.0,35696,30,76,46,335,29636,30130,19.0,8.0,11.0,1.0,12.0,0.0,0.0,1.0,1.0,0.0
26917,30,77,45,324,26179,28032,11.0,18.0,14.0,1.0,7.0,0.0,35276,30,101,49,329,32820,32015,18.0,11.0,23.0,1.0,8.0,1.0,0.0,1.0,1.0,0.0
33973,30,82,47,363,28167,30701,13.0,11.0,16.0,0.0,6.0,0.0,28363,30,99,46,375,27333,29714,11.0,13.0,12.0,1.0,7.0,1.0,1.0,0.0,1.0,1.0
30474,30,72,45,349,28077,28508,10.0,21.0,15.0,1.0,9.0,0.0,36639,30,98,49,362,30237,33199,21.0,10.0,18.0,0.0,9.0,1.0,0.0,1.0,1.0,0.0
23944,30,96,43,338,26093,26097,10.0,13.0,11.0,0.0,3.0,1.0,31412,30,80,47,340,28825,29121,13.0,10.0,13.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0
23338,30,70,44,339,24235,26863,6.0,20.0,6.0,0.0,3.0,0.0,28558,30,104,48,293,30544,31050,20.0,6.0,25.0,1.0,10.0,1.0,0.0,0.0,2.0,1.0
24311,30,63,44,269,25075,26557,8.0,29.0,5.0,0.0,7.0,0.0,39660,30,74,50,351,35556,32306,29.0,8.0,40.0,3.0,14.0,1.0,1.0,0.0,0.0,1.0
28160,30,75,45,350,27421,28287,12.0,13.0,16.0,1.0,7.0,0.0,28691,30,84,45,272,25858,28106,13.0,12.0,14.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0
30410,30,84,46,348,28013,29828,15.0,12.0,17.0,1.0,6.0,1.0,26269,30,82,47,321,25713,29146,12.0,15.0,10.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0
39908,30,108,48,370,33057,32266,13.0,8.0,21.0,2.0,11.0,1.0,25300,30,76,44,305,23844,25816,8.0,13.0,10.0,1.0,6.0,0.0,2.0,0.0,0.0,1.0
27836,30,72,44,297,25090,26213,9.0,18.0,16.0,0.0,6.0,0.0,32929,30,77,47,347,30283,30396,18.0,9.0,27.0,1.0,9.0,1.0,0.0,0.0,2.0,1.0
20839,30,91,48,382,27796,31639,11.0,8.0,14.0,1.0,6.0,0.0,23724,30,95,47,380,25404,30940,8.0,12.0,7.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0
30066,30,73,46,337,26718,29429,10.0,6.0,10.0,1.0,7.0,1.0,28008,30,76,44,316,22999,26473,6.0,10.0,5.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0
18183,30,65,42,300,21859,25180,8.0,19.0,2.0,0.0,4.0,0.0,30441,30,73,47,300,31222,29851,19.0,8.0,22.0,2.0,13.0,1.0,1.0,0.0,0.0,1.0
