summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,puuid
UXmfSYR1Zz8hXx49hGvrPMWSaT02Q7pTorprS62YKhd_uYs,참새크면비둘기,1256,I,336,272,True,False,False,False,6Zha7LjNflEYs-KFFwjvaFtD46vAfgjDvej3dTMoLt6iEuT_0HhHqwKkSmy3gZyKAbYetGKTXfS2cQ
0jNyAEfh8J-47jlIuow4xvoY7tXVAb1c73qWbTYbAXxEDeQ,숟뀨락,803,I,622,571,False,False,False,False,28VcDxVnZOfrrU910NrAy2N0sn9GWZ-Z7vJKDVWw3GLByVrEoHN3II7DdTL7lMXsoFqKNQdq5xvw2Q
rVRs7Jl66Fk4LkbvVHEaFwyTgpXRQ3x8q0gvBzk_w3eUcKU,항상배고픈코그모,1100,I,808,736,True,False,False,False,YViyWbGZ4sUnhc_WiURfh9DqkCwaO0z7P11ORa6-qvGBvPOz4KzWNxq7uiokcaPL2VX4wPh78HPzUw
WuNktp-Ut9OA9EcUIMDiuocoaiPmLj13p_AZXIPhUHJ4xco,Fox B Osu,919,I,671,610,False,False,False,False,YT5KHS0DB9bazL4YnFkJJdCwrbgCbjI3utFf03bkvFJAYxDRsI9eAl23jiR94b13UsT2809PmEa_GA
TLjj0cpB4ipIGyeJmyIK9X3FvSjzxcg59PFHAc8UZwRiNw,자메이카흑인,913,I,663,596,False,False,False,True,Px6IuNMv_0em-xy8a3iPV8wmf2O217_uAUXdKe8bWiBEdZIqub7JuSBUieeZvUqCrHT9H0Xs4362Rw
HxyASMJGu6no28mXr9tBXotNJLAd4DMi9ZUo-Qncfu2RDzfEO1rl6mFXGA,Hengzzz,805,I,285,222,True,False,False,False,Ucl_4mVyLJECWjAGaPiDbr2NuR-q_EpF2-X6gxguT8YqHDUwPXWMnukVvijKeYLViADsbtLESXfdkA
sybu7cIOHwBK5Kz8XWJUqp5x1mWvcm2qwgDzVgravtZXEZE,KT R TOP,777,I,707,654,False,False,True,False,FMNYXZ61CeFundBCEoMQizME0Y_GuJyGJFmsQRjroSh_-eOwErNoGhpUOfWoWjimDiIIFKjathShbA
0TbN_T14rhSQiri3sEhRZLqtL2cMKykrP4V3ATZJZiWnALs,AF Keine,902,I,832,783,True,False,False,False,AOmP82D5Kmli4_U0YCzMBxfD0--eDMl3L2lIQUQl2xuneSqsyUBU6hWXOkQlOXRYyWXOrLtSHgCscw
P5HrnjCoIn-qJTngKDLLjFNBgCKHaHsWSuxGV53KnVMRET8,달리기 왕,788,I,246,202,False,False,False,False,YwF71ZPtvurHYdiRNyEwJCzg1TjTUAj7tD2FWlpri2rVLUXFLmxkprwHlSbdc3T1GAxfHEv_Hag7ug
X6K6caZCDXbJxyatMS2Yjg2WXI2EZ6Ay4b8bH6JZC-nMEfI,GGGori,1311,I,436,351,True,False,False,False,tMGhiTxWCXkrvm4RaMIpFW0gH3VponraFRkuVUXFzUIMd4uFejV8SiYzIJvd022WCeiXm7P2wGPbRQ
70YqShmbGfDJzttX34lO-U4MWxYMYZJ0OqL6EG9jvLevp38,아프리카 아라드,985,I,337,271,False,False,False,False,3ovYGWau-Ts0zLTJCzwirsCjRSemH1A7_ERgw92QRfjM6pfR8aBViZCIyfQmzmqQZjl-9E6Fg04xWA
wfcF7yw9yILJd7sryTKLGmKgrRg5Qqcof4Oi6u42WNT-0ylJXq5B80Silw,Shadow FA 03,1206,I,123,59,False,False,False,False,01Z0GDAiUTCuYsVMxyw7_UB7myYJuP7ecvTUasbw7OiCDsJZiC3-7Am4RxpVOXgH0lLMjqxLFWhwNg
WZ3lvjQwduUYnhjL5WIHR5e87HnPvQN_ISucjFNDU2zFtpo,아이러니하구만,689,I,746,698,False,False,True,False,mi1jzbmPQ80TwGEzUduU5GR6ltSmA-qTYSMgAgLbxMzkOneaVKbhGXPUS0algmX-DfWPmggcFmym7A
g6ijWfkQl4juofX2Vxk0Jk8iYVBmFbCtIhEJ6jBZyyZQi38,어딘가좀아픈사람,858,I,907,850,True,False,False,False,UfE6SywQXAjnWUr2C3dten0tl_ekCl6EzbPBeCLyv4X7UjdVpx6coLmgdeVIJombDwSU3nByg6O0Pw
xnaDzJtjaOxu58XhaCookgijwLu2tNxbwwf2muwupcUdv94,쭌 베,854,I,941,888,True,False,False,False,hQ-PDeFN9zEcJpLmE1kB_4vTdlxnS3kV-SKuXK1oeq0m4v0VVrSguwbVtt0-9GP12j3Hxe917UedVQ
_4qxnZdiK-0vdeEMP2p1LW_fFMYTkMT7ETFU9bmh5mhRn2E,Seize the day11,866,I,353,305,False,False,False,False,QLeGBQuzYVYYd-BM9ziD4eJ9rUWSgO3viJdQ29rAUcheO_tVaiusC1POpDC6D9fqDoLPsTrf31RJtw
Sb54p3BZzGrULgE7w049KQFXH0-ak_fHCiwbxtueTWSCw1Zf2qUdB4pMKA,AASSH,814,I,600,542,False,False,False,False,xDr8bGto0wRc3B7zpv2DAkm0udq3jeIyvAiLbF-_QGkxiHEZk3fyY-VDYF_6qAn0WIzu8-J-pka4BQ
